1337.6,323.1,-1868_0,373
1337.54,326.3,-1868_1,373
1337.47,329.5,-1868_2,373
1337.41,332.7,-1868_3,373
1349.22,353.8,-1871_0,373
1352.42,353.8,-1871_1,373
1355.62,353.8,-1871_2,373
1375.09,339.91,-1880_0,373
1375.09,336.71,-1880_1,373
1375.09,333.51,-1880_2,373
1360.07,311.69,-2001_0,373
1356.87,311.66,-2001_1,373
